許可證字號,藥廠,顯示名稱,分類標籤,濃縮倍數,濃縮生藥組成,原粉生藥組成,賦形劑組成,解析狀態,人工校正提示,原始處方(供對照用)
衛署藥製字第039987號,莊松榮,〝莊松榮〞木瓜濃縮細粒(莊松榮),濃縮顆粒劑,3.85,木瓜:2,,結晶性纖維素:0.23|澱粉:0.243|羧甲基纖維素鈉:0.007,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 木瓜 (2.00 g)
 
 以上生藥製成浸膏0.52g(生藥與浸膏比例2.0:0.52=3.85:1.0) ( )
 
 結晶性纖維素 (0.230 g)
 
 澱粉 (0.243 g)
 
 羧甲基纖維素鈉 (0.007 g)"
衛署藥製字第039988號,莊松榮,鈎藤濃縮細粒(莊松榮),濃縮顆粒劑,10.61,鈎藤:3.5,鈎藤:0.3,澱粉:0.37,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 鈎藤 (3.50 g)
 
 以上生藥製成浸膏0.33g(生藥與浸膏比例3.5：0.33＝10.61：1) ( )
 
 鈎藤 (0.30 g)
 
 澱粉 (0.37 g)"
衛署藥製字第039989號,信宏,溫膽湯濃縮細粒(信宏),濃縮顆粒劑,5.39,半夏:4|茯苓:4|竹茹:3|陳皮:3|生薑:3|枳實:2|甘草:1.5,,澱粉:2.2,✅ 解析成功,無需校正。,"處方:每6公克中含有： 
 
 半夏 (4.0 g)
 
 茯苓 (4.0 g)
 
 竹茹 (3.0 g)
 
 陳皮 (3.0 g)
 
 生薑 (3.0 g)
 
 枳實 (2.0 g)
 
 甘草 (1.5 g)
 
 以上生藥製成浸膏3.8g(生藥與浸膏比例20.5:3.8=5.39:1) ( )
 
 澱粉 (2.2 g)"
衛署藥製字第039990號,信宏,五苓散濃縮細粒(信宏),濃縮顆粒劑,5.625,茯苓:4.5|豬苓:4.5|白朮:4.5|澤瀉:6|桂枝:3,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有： 
 
 茯苓 (4.5 g)
 
 豬苓 (4.5 g)
 
 白朮 (4.5 g)
 
 澤瀉 (6.0 g)
 
 桂枝 (3.0 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例22.5:4=5.625:1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第039991號,天明,生地黃濃縮細粒(天明),濃縮顆粒劑,5,生地黃:2.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 生地黃 (2.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.5:0.5=5:1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第039992號,天明,牡丹皮濃縮細粒(天明),濃縮顆粒劑,5,牡丹皮:2.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 牡丹皮 (2.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.5:0.5=5:1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第039993號,港香蘭,莪朮濃縮細粒(港香蘭),濃縮顆粒劑,7.8,莪朮:3.9,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 莪朮 (3.9 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3.9:0.5=7.8:1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第039994號,港香蘭,沙苑子濃縮細粒(港香蘭),濃縮顆粒劑,7.6,沙苑子:3.8,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 沙苑子 (3.8 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3.8:0.5=7.6:1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第039996號,順然,疏經活血湯濃縮細粒(順然),濃縮顆粒劑,4.58,甘草:1|當歸:2|白芍:2.5|生地黃:2|蒼朮:2|川牛膝:2|陳皮:2|桃仁:2|威靈仙:2|川芎:1|防己:1|羌活:1|防風:1|白芷:1|龍膽:1|茯苓:1|生薑:3,,澱粉:3,✅ 解析成功,無需校正。,"處方:每9公克中含有： 
 
 甘草 (1.0 g)
 
 當歸 (2.0 g)
 
 白芍 (2.5 g)
 
 生地黃 (2.0 g)
 
 蒼朮 (2.0 g)
 
 川牛膝 (2.0 g)
 
 陳皮 (2.0 g)
 
 桃仁 (2.0 g)
 
 威靈仙 (2.0 g)
 
 川芎 (1.0 g)
 
 防己 (1.0 g)
 
 羌活 (1.0 g)
 
 防風 (1.0 g)
 
 白芷 (1.0 g)
 
 龍膽 (1.0 g)
 
 茯苓 (1.0 g)
 
 生薑 (3.0 g)
 
 以上生藥製成浸膏6g(生藥與浸膏比例27.5:6=4.58:1) ( )
 
 澱粉 (3.0 g)"
衛署藥製字第039997號,順然,六君子湯濃縮細粒(順然),濃縮顆粒劑,6,人參:5|白朮:5|茯苓:5|半夏:5|炙甘草:2.5|陳皮:2.5|生薑:2.5|大棗:2.5,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 人參 (5.0 g)
 
 白朮 (5.0 g)
 
 茯苓 (5.0 g)
 
 半夏 (5.0 g)
 
 炙甘草 (2.5 g)
 
 陳皮 (2.5 g)
 
 生薑 (2.5 g)
 
 大棗 (2.5 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例30:5=6:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第039998號,順然,八味地黃丸濃縮細粒(順然),濃縮顆粒劑,5.4,茯苓:3|牡丹皮:3|澤瀉:3|熟地黃:8|山茱萸:4|山藥:4|炮附子:1|肉桂:1,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 茯苓 (3.0 g)
 
 牡丹皮 (3.0 g)
 
 澤瀉 (3.0 g)
 
 熟地黃 (8.0 g)
 
 山茱萸 (4.0 g)
 
 山藥 (4.0 g)
 
 炮附子 (1.0 g)
 
 肉桂 (1.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例27:5=5.4:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第039999號,順然,血府逐瘀湯濃縮細粒(順然),濃縮顆粒劑,4.7,當歸:4.5|生地黃:4.5|桃仁:6|紅花:4.5|枳殼:3|赤芍:3|柴胡:1.5|甘草:1.5|桔梗:2.3|川芎:2.3|川牛膝:4.5,,澱粉:4,✅ 解析成功,無需校正。,"處方:每12公克中含有： 
 
 當歸 (4.5 g)
 
 生地黃 (4.5 g)
 
 桃仁 (6.0 g)
 
 紅花 (4.5 g)
 
 枳殼 (3.0 g)
 
 赤芍 (3.0 g)
 
 柴胡 (1.5 g)
 
 甘草 (1.5 g)
 
 桔梗 (2.3 g)
 
 川芎 (2.3 g)
 
 川牛膝 (4.5 g)
 
 以上生藥製成浸膏8g(生藥與浸膏比例37.6:8=4.7:1) ( )
 
 澱粉 (4.0 g)"
衛署藥製字第040000號,順然,藿香正氣散濃縮細粒(順然),濃縮顆粒劑,6,大腹皮:3|茯苓:3|白芷:3|紫蘇葉:3|陳皮:2|桔梗:2|白朮:2|厚朴:2|半夏麴:2|炙甘草:1|藿香:3|生薑:3|大棗:1,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 大腹皮 (3.0 g)
 
 茯苓 (3.0 g)
 
 白芷 (3.0 g)
 
 紫蘇葉 (3.0 g)
 
 陳皮 (2.0 g)
 
 桔梗 (2.0 g)
 
 白朮 (2.0 g)
 
 厚朴 (2.0 g)
 
 半夏麴 (2.0 g)
 
 炙甘草 (1.0 g)
 
 藿香 (3.0 g)
 
 生薑 (3.0 g)
 
 大棗 (1.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例30:5=6:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040001號,順然,逍遙散濃縮細粒(順然),濃縮顆粒劑,4,炙甘草:2|白芍:4|當歸:4|茯苓:4|白朮:4|柴胡:4|煨薑:4|薄荷:2,,澱粉:3.5,✅ 解析成功,無需校正。,"處方:每10.5公克中含有：
 
 炙甘草 (2.0 g)
 
 白芍 (4.0 g)
 
 當歸 (4.0 g)
 
 茯苓 (4.0 g)
 
 白朮 (4.0 g)
 
 柴胡 (4.0 g)
 
 煨薑 (4.0 g)
 
 薄荷 (2.0 g)
 
 以上生藥製成浸膏7g(生藥與浸膏比例28:7=4:1) ( )
 
 澱粉 (3.5 g)"
衛署藥製字第040002號,順然,荊防敗毒散濃縮細粒(順然),濃縮顆粒劑,4.44,荊芥:3|防風:3|羌活:3|獨活:3|柴胡:3|前胡:3|川芎:3|枳殼:3|桔梗:3|茯苓:3|甘草:1.5|生薑:3|薄荷:1,,澱粉:4,✅ 解析成功,無需校正。,"處方:每12公克中含有：
 
 荊芥 (3.0 g)
 
 防風 (3.0 g)
 
 羌活 (3.0 g)
 
 獨活 (3.0 g)
 
 柴胡 (3.0 g)
 
 前胡 (3.0 g)
 
 川芎 (3.0 g)
 
 枳殼 (3.0 g)
 
 桔梗 (3.0 g)
 
 茯苓 (3.0 g)
 
 甘草 (1.5 g)
 
 生薑 (3.0 g)
 
 薄荷 (1.0 g)
 
 以上生藥製成浸膏8g(生藥與浸膏比例35.5:8=4.44:1) ( )
 
 澱粉 (4.0 g)"
衛署藥製字第040004號,順然,鈎藤散濃縮細粒(順然),濃縮顆粒劑,5.2,鈎藤:2|陳皮:2|半夏:2|麥門冬:2|茯苓:2|茯神:2|人參:2|甘菊花:2|防風:2|炙甘草:1|石膏:4|生薑:3,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 鈎藤 (2.0 g)
 
 陳皮 (2.0 g)
 
 半夏 (2.0 g)
 
 麥門冬 (2.0 g)
 
 茯苓 (2.0 g)
 
 茯神 (2.0 g)
 
 人參 (2.0 g)
 
 甘菊花 (2.0 g)
 
 防風 (2.0 g)
 
 炙甘草 (1.0 g)
 
 石膏 (4.0 g)
 
 生薑 (3.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例26:5=5.2:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040006號,順然,辛夷清肺湯濃縮細粒(順然),濃縮顆粒劑,5.1,辛夷:2|黃芩:3|山梔子:3|麥門冬:3|百合:3|石膏:3|知母:3|甘草:1.5|枇杷葉:3|升麻:1,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 辛夷 (2.0 g)
 
 黃芩 (3.0 g)
 
 山梔子 (3.0 g)
 
 麥門冬 (3.0 g)
 
 百合 (3.0 g)
 
 石膏 (3.0 g)
 
 知母 (3.0 g)
 
 甘草 (1.5 g)
 
 枇杷葉 (3.0 g)
 
 升麻 (1.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例25.5:5=5.1:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040009號,順然,消風散濃縮細粒(順然),濃縮顆粒劑,4.29,當歸:2.5|生地黃:2.5|防風:2.5|蟬蛻:2.5|知母:2.5|苦參:2.5|胡麻:2.5|荊芥:2.5|蒼朮:2.5|牛蒡子:2.5|石膏:2.5|甘草:1.25|木通:1.25,,澱粉:3.5,✅ 解析成功,無需校正。,"處方:每10.5公克中含有：
 
 當歸 (2.50 g)
 
 生地黃 (2.50 g)
 
 防風 (2.50 g)
 
 蟬蛻 (2.50 g)
 
 知母 (2.50 g)
 
 苦參 (2.50 g)
 
 胡麻 (2.50 g)
 
 荊芥 (2.50 g)
 
 蒼朮 (2.50 g)
 
 牛蒡子 (2.50 g)
 
 石膏 (2.50 g)
 
 甘草 (1.25 g)
 
 木通 (1.25 g)
 
 以上生藥製成浸膏7g(生藥與浸膏比例30:7=4.29:1) ( )
 
 澱粉 (3.50 g)"
衛署藥製字第040010號,順然,歸脾湯濃縮細粒(順然),濃縮顆粒劑,5.17,人參:3|龍眼肉:3|黃耆:3|炙甘草:1.5|白朮:3|茯苓:3|木香:1.5|當歸:3|酸棗仁:3|遠志:3|生薑:2|大棗:2,,澱粉:3,✅ 解析成功,無需校正。,"處方:每9公克中含有： 
 
 人參 (3.0 g)
 
 龍眼肉 (3.0 g)
 
 黃耆 (3.0 g)
 
 炙甘草 (1.5 g)
 
 白朮 (3.0 g)
 
 茯苓 (3.0 g)
 
 木香 (1.5 g)
 
 當歸 (3.0 g)
 
 酸棗仁 (3.0 g)
 
 遠志 (3.0 g)
 
 生薑 (2.0 g)
 
 大棗 (2.0 g)
 
 以上生藥製成浸膏6g(生藥與浸膏比例31:6=5.17:1) ( )
 
 澱粉 (3.0 g)"
衛署藥製字第040012號,順然,涼膈散濃縮細粒(順然),濃縮顆粒劑,5.6,大黃:4|芒硝:4|甘草:4|連翹:8|山梔子:2|黃芩:2|薄荷:2|竹葉:2,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 大黃 (4.0 g)
 
 芒硝 (4.0 g)
 
 甘草 (4.0 g)
 
 連翹 (8.0 g)
 
 山梔子 (2.0 g)
 
 黃芩 (2.0 g)
 
 薄荷 (2.0 g)
 
 竹葉 (2.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例28:5=5.6:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040013號,順然,杏蘇散濃縮細粒(順然),濃縮顆粒劑,4.54,紫蘇葉:1.7|枳殼:2.7|半夏:2.7|生薑:1.7|茯苓:2.7|陳皮:1.7|甘草:0.7|大棗:0.7|前胡:2.7|杏仁:2.7|桔梗:2.7,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 紫蘇葉 (1.7 g)
 
 枳殼 (2.7 g)
 
 半夏 (2.7 g)
 
 生薑 (1.7 g)
 
 茯苓 (2.7 g)
 
 陳皮 (1.7 g)
 
 甘草 (0.7 g)
 
 大棗 (0.7 g)
 
 前胡 (2.7 g)
 
 杏仁 (2.7 g)
 
 桔梗 (2.7 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例22.7:5=4.54:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040014號,順然,辛夷散濃縮細粒(順然),濃縮顆粒劑,5,辛夷:2.5|細辛:2.5|藁本:2.5|升麻:2.5|川芎:2.5|木通:2.5|防風:2.5|甘草:2.5|白芷:2.5|茶葉:2.5,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 辛夷 (2.5 g)
 
 細辛 (2.5 g)
 
 藁本 (2.5 g)
 
 升麻 (2.5 g)
 
 川芎 (2.5 g)
 
 木通 (2.5 g)
 
 防風 (2.5 g)
 
 甘草 (2.5 g)
 
 白芷 (2.5 g)
 
 茶葉 (2.5 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例25:5=5:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040015號,順然,清燥救肺湯濃縮細粒(順然),濃縮顆粒劑,6,桑葉:7.5|石膏:6.5|甘草:2.5|胡麻仁:2.5|阿膠:2|人參:2|麥門冬:3|杏仁:2|枇杷葉:2,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 桑葉 (7.5 g)
 
 石膏 (6.5 g)
 
 甘草 (2.5 g)
 
 胡麻仁 (2.5 g)
 
 阿膠 (2.0 g)
 
 人參 (2.0 g)
 
 麥門冬 (3.0 g)
 
 杏仁 (2.0 g)
 
 枇杷葉 (2.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例30:5=6:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040016號,富田,萆薢分清飲濃縮錠(富田),濃縮錠劑,5.4,益智仁:0.244|萆薢:0.244|石菖蒲:0.244|烏藥:0.244|甘草梢:0.122|茯苓:0.122,,澱粉:0.114,✅ 解析成功,無需校正。,"處方:每錠(340mg)中含有：
 
 益智仁 (244 mg)
 
 萆薢 (244 mg)
 
 石菖蒲 (244 mg)
 
 烏藥 (244 mg)
 
 甘草梢 (122 mg)
 
 茯苓 (122 mg)
 
 以上生藥製成浸膏226mg（生藥與浸膏比例1220：226=5.4：1） ( )
 
 澱粉 (114 mg)"
衛署藥製字第040017號,富田,八正散濃縮錠(富田),濃縮錠劑,5.2,車前子:0.1355|瞿麥:0.1355|滑石:0.1355|大黃:0.1355|山梔子:0.1355|萹蓄:0.1355|木通:0.1355|甘草梢:0.1355|燈心草:0.091,,澱粉:0.114,✅ 解析成功,無需校正。,"處方:每錠(340mg)中含有：
 
 車前子 (135.5 mg)
 
 瞿麥 (135.5 mg)
 
 滑石 (135.5 mg)
 
 大黃 (135.5 mg)
 
 山梔子 (135.5 mg)
 
 萹蓄 (135.5 mg)
 
 木通 (135.5 mg)
 
 甘草梢 (135.5 mg)
 
 燈心草 (91.0 mg)
 
 以上生藥製成浸膏226mg（生藥與浸膏比例1175：226=5.2：1） ( )
 
 澱粉 (114 mg)"
衛署藥製字第040018號,富田,桂枝湯濃縮錠(富田),濃縮錠劑,5.2,桂枝:0.261|白芍:0.261|炙甘草:0.174|生薑:0.261|大棗:0.218,,澱粉:0.114,✅ 解析成功,無需校正。,"處方:每錠(340mg)中含有：
 
 桂枝 (261 mg)
 
 白芍 (261 mg)
 
 炙甘草 (174 mg)
 
 生薑 (261 mg)
 
 大棗 (218 mg)
 
 以上生藥製成浸膏226mg（生藥與浸膏比例1175：226=5.2：1） ( )
 
 澱粉 (114 mg)"
衛署藥製字第040022號,復旦,款冬花濃縮細粒(復旦),濃縮顆粒劑,10.32,款冬花:3.2,,澱粉:0.69,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 款冬花 (3.20 g)
 
 以上生藥製成浸膏0.31g（生藥與浸膏比例3.2：0.31=10.32：1） ( )
 
 澱粉 (0.69 g)"
衛署藥製字第040023號,天一,鐵笛丸濃縮顆粒(天一),濃縮顆粒劑,5.3,連翹:2.5|桔梗:2.5|甘草:2.5|大黃:1|砂仁:1|川芎:1|訶子:1|百藥煎:2|薄荷葉:4,,澱粉:1.2,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 連翹 (2.5 g)
 
 桔梗 (2.5 g)
 
 甘草 (2.5 g)
 
 大黃 (1.0 g)
 
 砂仁 (1.0 g)
 
 川芎 (1.0 g)
 
 訶子 (1.0 g)
 
 百藥煎 (2.0 g)
 
 薄荷葉 (4.0 g)
 
 以上生藥製成浸膏3.3g(生藥與浸膏比例17.5:3.3=5.3:1) ( )
 
 澱粉 (1.2 g)"
衛署藥製字第040024號,天明,蠲痹湯濃縮細粒(天明),濃縮顆粒劑,4.92,當歸:4|赤芍:4|黃耆:4|薑黃:4|羌活:4|炙甘草:1.5|生薑:3|大棗:2|防風:4,,澱粉:1.3,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 當歸 (4.0 g)
 
 赤芍 (4.0 g)
 
 黃耆 (4.0 g)
 
 薑黃 (4.0 g)
 
 羌活 (4.0 g)
 
 炙甘草 (1.5 g)
 
 生薑 (3.0 g)
 
 大棗 (2.0 g)
 
 防風 (4.0 g)
 
 以上生藥製成浸膏6.2g(生藥與浸膏比例30.5:6.2=4.92:1) ( )
 
 澱粉 (1.3 g)"
衛署藥製字第040026號,天一,香附子濃縮顆粒(天一),濃縮顆粒劑,4.93,香附:3.3,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 香附 (3.30 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.3:0.67=4.93:1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第040027號,天一,五味子濃縮顆粒(天一),濃縮顆粒劑,4.97,五味子:3.33,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 五味子 (3.33 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.33:0.67=4.97:1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第040028號,莊松榮,麥芽濃縮細粒(莊松榮),濃縮顆粒劑,6,麥芽:3,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 麥芽 (3.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3:0.5=6:1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第040029號,莊松榮,”莊松榮”浙貝母濃縮細粒(莊松榮),濃縮顆粒劑,8,浙貝母:2,浙貝母:0.35,結晶性纖維素:0.2|澱粉:0.2,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 浙貝母 (2.00 g)
 
 以上生藥製成浸膏0.25g(生藥與浸膏比例2.0:0.25=8.0:1.0) ( )
 
 浙貝母 (0.35 g)
 
 結晶性纖維素 (0.20 g)
 
 澱粉 (0.20 g)"
衛署藥製字第040030號,莊松榮,”莊松榮”山楂濃縮細粒(莊松榮),濃縮顆粒劑,3.33,山楂:1.5,,結晶性纖維素:0.4|澱粉:0.15,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 山楂 (1.5 g)
 
 以上生藥製成浸膏0.45g(生藥與浸膏比例1.5：0.45＝3.33：1) ( )
 
 結晶性纖維素 (0.4 g)
 
 澱粉 (0.15 g)"
衛署藥製字第040031號,莊松榮,夜交藤濃縮細粒(莊松榮),濃縮顆粒劑,10,夜交藤:5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 夜交藤 (5.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例5:0.5=10:1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第040032號,莊松榮,雞血藤濃縮細粒(莊松榮),濃縮顆粒劑,9.33,雞血藤:2.8,,結晶性纖維素:0.4|澱粉:0.3,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 雞血藤 (2.8 g)
 
 以上生藥製成浸膏0.3g(生藥與浸膏比例2.8：0.3＝9.33：1) ( )
 
 結晶性纖維素 (0.4 g)
 
 澱粉 (0.3 g)"
衛署藥製字第040033號,莊松榮,枳實濃縮細粒(莊松榮),濃縮顆粒劑,2.23,枳實:1.05,,澱粉:0.18|結晶性纖維素:0.35,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 枳實 (1.05 g)
 
 以上生藥製成浸膏0.47g(生藥與浸膏比例1.05：0.47＝2.23：1) ( )
 
 澱粉 (0.18 g)
 
 結晶性纖維素 (0.35 g)"
衛署藥製字第040043號,天一,枸杞子濃縮顆粒(天一),濃縮顆粒劑,4.97,枸杞子:3.33,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 枸杞子 (3.33 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.33:0.67=4.97:1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第040044號,天一,五味消毒飲濃縮顆粒(天一),濃縮顆粒劑,7.31,金銀花:11.25|菊花:4.5|蒲公英:4.5|紫花地丁:4.5|紫背天葵:4.5,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有： 
 
 金銀花 (11.25 g)
 
 菊花 (4.50 g)
 
 蒲公英 (4.50 g)
 
 紫花地丁 (4.50 g)
 
 紫背天葵 (4.50 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例29.25:4=7.31:1) ( )
 
 澱粉 (2.00 g)"
衛署藥製字第040052號,天一,白芍濃縮顆粒(天一),濃縮顆粒劑,4.97,白芍:3.33,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 白芍 (3.33 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.33:0.67=4.97:1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第040054號,順然,天王補心丹濃縮細粒(順然),濃縮顆粒劑,5.4,人參:1.5|丹參:1.5|茯苓:1.5|桔梗:1.5|遠志:1.5|酸棗仁:1.5|柏子仁:1.5|天門冬:1.5|麥門冬:1.5|當歸:1.5|五味子:1.5|石菖蒲:1.5|甘草:1.5|玄參:1.5|杜仲:1.5|茯神:1.5|熟地黃:1.5|百部:1.5,,澱粉:2.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 人參 (1.5 g)
 
 丹參 (1.5 g)
 
 茯苓 (1.5 g)
 
 桔梗 (1.5 g)
 
 遠志 (1.5 g)
 
 酸棗仁 (1.5 g)
 
 柏子仁 (1.5 g)
 
 天門冬 (1.5 g)
 
 麥門冬 (1.5 g)
 
 當歸 (1.5 g)
 
 五味子 (1.5 g)
 
 石菖蒲 (1.5 g)
 
 甘草 (1.5 g)
 
 玄參 (1.5 g)
 
 杜仲 (1.5 g)
 
 茯神 (1.5 g)
 
 熟地黃 (1.5 g)
 
 百部 (1.5 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例27:5=5.4:1) ( )
 
 澱粉 (2.5 g)"
衛署藥製字第040078號,勝昌,淫羊藿濃縮散(勝昌),濃縮散劑,6.8,淫羊藿:4.56,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 淫羊藿 (4.56 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例4.56:0.67=6.8:1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第040079號,勝昌,茯神濃縮散(勝昌),濃縮散劑,16.53,茯神:8.265,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 茯神 (8.265 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例8.265:0.5=16.53:1) ( )
 
 澱粉 (0.500 g)"
衛署藥製字第040080號,華陀,芍藥甘草湯濃縮細粒(華陀),濃縮顆粒劑,5.33,白芍:8|炙甘草:8,,澱粉:1.5,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 白芍 (8.0 g)
 
 炙甘草 (8.0 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例16:3=5.33:1) ( )
 
 澱粉 (1.5 g)"
衛署藥製字第040081號,德山,麻子仁丸濃縮細粒(德山),濃縮顆粒劑,5.5,火麻仁:4|白芍:2|枳實:2|厚朴:2|杏仁:2.5|大黃:4,,澱粉:1.5,✅ 解析成功,無需校正。,"處方:每4.5公克中含有： 
 
 火麻仁 (4.0 g)
 
 白芍 (2.0 g)
 
 枳實 (2.0 g)
 
 厚朴 (2.0 g)
 
 杏仁 (2.5 g)
 
 大黃 (4.0 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例16.5:3=5.5:1) ( )
 
 澱粉 (1.5 g)"
衛署藥製字第040086號,富田,木防己湯濃縮錠(富田),濃縮錠劑,5.17,木防己:0.2336|石膏:0.4672|桂枝:0.1557|人參:0.3115,,澱粉:0.114,✅ 解析成功,無需校正。,"處方:每錠(340mg)中含有： 
 
 木防己 (233.6 mg)
 
 石膏 (467.2 mg)
 
 桂枝 (155.7 mg)
 
 人參 (311.5 mg)
 
 以上生藥製成浸膏226mg(生藥與浸膏比例1168:226=5.17:1) ( )
 
 澱粉 (114.0 mg)"
衛署藥製字第040087號,明通,升麻葛根湯濃縮顆粒(明通),濃縮顆粒劑,5.63,升麻:5|葛根:7.5|白芍:5|甘草:2.5|生薑:2.5,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有： 
 
 升麻 (5.0 g)
 
 葛根 (7.5 g)
 
 白芍 (5.0 g)
 
 甘草 (2.5 g)
 
 生薑 (2.5 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例22.5:4=5.63:1) ( )
 
 澱粉 (2.0 g)"
